t,stamp,laptop_nia,phone_nia,keys_nia,wallet_nia,backpack_nia,water_bottle_nia,notebook_nia,pen_nia,mug_nia,book_nia,blanket_nia,charger_nia,jacket_nia,laundry_basket_nia,laptop_mateo,phone_mateo,keys_mateo,wallet_mateo,backpack_mateo,headphones_mateo,notebook_mateo,pen_mateo,mug_mateo,gaming_controller_mateo,charger_mateo,jacket_mateo,phone_priya,keys_priya,wallet_priya,backpack_priya,water_bottle_priya,jacket_priya,umbrella_priya,yoga_mat_priya,lunchbox_priya,hairbrush_priya,medication_bottle_priya,bowl_shared_1,plate_shared_1,plate_shared_2,pot_shared_1,pan_shared_1,remote_shared_1,vacuum_cleaner_shared_1,towel_shared_1,laundry_basket_shared_1
20820,d14 Mon 11:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_2,living,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
20880,d14 Mon 12:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_2,living,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
20940,d14 Mon 13:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_2,living,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21000,d14 Mon 14:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,bedroom_2,living,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21060,d14 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,living,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21120,d14 Mon 16:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,bedroom_2,bedroom_2,entry,kitchen,bedroom_2,bedroom_2,kitchen,living,kitchen,living,bedroom_2,kitchen,entry,bedroom_3,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21180,d14 Mon 17:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,entry,kitchen,bedroom_2,bedroom_2,kitchen,living,kitchen,living,living,kitchen,outside,outside,outside,outside,outside,outside,outside,living,outside,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21240,d14 Mon 18:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,entry,kitchen,bedroom_2,bedroom_2,kitchen,living,kitchen,living,living,kitchen,outside,outside,outside,outside,outside,outside,outside,living,outside,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21300,d14 Mon 19:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,bedroom_2,entry,kitchen,bedroom_2,living,kitchen,living,kitchen,living,bedroom_2,kitchen,outside,outside,outside,outside,outside,outside,outside,living,outside,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21360,d14 Mon 20:00,bedroom_1,kitchen,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,bedroom_2,entry,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,living,living,kitchen,outside,outside,outside,outside,outside,outside,outside,living,outside,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21420,d14 Mon 21:00,bedroom_1,kitchen,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,bedroom_2,entry,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,living,living,kitchen,outside,outside,outside,outside,outside,outside,outside,living,outside,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21480,d14 Mon 22:00,bedroom_1,kitchen,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,living,living,kitchen,outside,outside,outside,outside,outside,outside,outside,living,outside,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21540,d14 Mon 23:00,bedroom_1,kitchen,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,living,living,kitchen,outside,outside,outside,outside,outside,outside,outside,living,outside,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21600,d15 Tue 00:00,bedroom_1,kitchen,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,bedroom_3,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21660,d15 Tue 01:00,bedroom_1,kitchen,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21720,d15 Tue 02:00,bedroom_1,kitchen,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21780,d15 Tue 03:00,bedroom_1,kitchen,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21840,d15 Tue 04:00,bedroom_1,kitchen,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21900,d15 Tue 05:00,bedroom_1,kitchen,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_3,bedroom_3,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
21960,d15 Tue 06:00,bedroom_1,kitchen,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,living,outside,bedroom_3,bedroom_3,entry,entry,kitchen,entry,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
22020,d15 Tue 07:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,outside,kitchen,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,living,outside,bedroom_3,bedroom_3,entry,entry,kitchen,entry,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
22080,d15 Tue 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,living,kitchen,outside,outside,outside,kitchen,outside,outside,outside,outside,kitchen,kitchen,bedroom_2,living,living,outside,bedroom_3,bedroom_3,entry,entry,kitchen,entry,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
22140,d15 Tue 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,living,kitchen,outside,outside,outside,kitchen,outside,outside,outside,outside,kitchen,kitchen,bedroom_2,living,living,outside,outside,outside,outside,outside,outside,outside,outside,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
22200,d15 Tue 10:00,outside,outside,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_1,living,kitchen,outside,outside,outside,kitchen,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,living,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
22260,d15 Tue 11:00,outside,outside,outside,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_1,living,kitchen,outside,outside,outside,kitchen,outside,outside,outside,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,living,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
22320,d15 Tue 12:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,kitchen,outside,outside,outside,outside,bedroom_2,kitchen,bedroom_2,living,living,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
22380,d15 Tue 13:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,kitchen,outside,outside,outside,outside,bedroom_2,kitchen,bedroom_2,living,living,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
22440,d15 Tue 14:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,kitchen,outside,outside,outside,outside,bedroom_2,kitchen,bedroom_2,living,living,outside,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
22500,d15 Tue 15:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,bedroom_2,outside,outside,outside,outside,bedroom_2,kitchen,bedroom_2,kitchen,living,outside,entry,bedroom_3,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
22560,d15 Tue 16:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,living,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
22620,d15 Tue 17:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
22680,d15 Tue 18:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
22740,d15 Tue 19:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
22800,d15 Tue 20:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
22860,d15 Tue 21:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
22920,d15 Tue 22:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
22980,d15 Tue 23:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23040,d16 Wed 00:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23100,d16 Wed 01:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23160,d16 Wed 02:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23220,d16 Wed 03:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,outside,outside,outside,outside,outside,outside,outside,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23280,d16 Wed 04:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23340,d16 Wed 05:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23400,d16 Wed 06:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,kitchen,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23460,d16 Wed 07:00,bedroom_1,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,outside,outside,outside,outside,outside,outside,kitchen,kitchen,living,kitchen,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_1,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23520,d16 Wed 08:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,living,kitchen,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23580,d16 Wed 09:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,living,kitchen,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23640,d16 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,living,kitchen,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23700,d16 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,living,kitchen,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23760,d16 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,living,kitchen,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23820,d16 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,living,kitchen,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23880,d16 Wed 14:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,living,kitchen,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
23940,d16 Wed 15:00,outside,outside,outside,outside,outside,outside,outside,bedroom_1,kitchen,bedroom_1,living,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,bedroom_2,outside,entry,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
24000,d16 Wed 16:00,bedroom_1,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,living,kitchen,outside,outside,bedroom_2,bedroom_2,entry,kitchen,living,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,entry,entry,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,entry,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
24060,d16 Wed 17:00,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,outside,outside,outside,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
24120,d16 Wed 18:00,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_2,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,outside,outside,outside,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
24180,d16 Wed 19:00,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,bedroom_2,entry,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,outside,outside,outside,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
24240,d16 Wed 20:00,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,bedroom_2,entry,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,outside,kitchen,outside,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
24300,d16 Wed 21:00,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,outside,kitchen,outside,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
24360,d16 Wed 22:00,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,outside,kitchen,outside,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
24420,d16 Wed 23:00,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_1,living,kitchen,entry,kitchen,bedroom_2,living,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,outside,outside,outside,outside,kitchen,outside,living,outside,bathroom,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,living,entry,bathroom,bathroom
