t,stamp,phone_marie,keys_marie,wallet_marie,laptop_marie,charger_marie,backpack_marie,jacket_marie,water_bottle_marie,mug_marie,bowl_marie,plate_marie,pot_shared_1,pan_shared_1,book_marie,notebook_marie,pen_marie,headphones_marie,remote_shared_1,blanket_marie,yoga_mat_marie,towel_marie,laundry_basket_marie,hairbrush_marie,umbrella_marie,suitcase_marie
14700,d10 Thu 05:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
14760,d10 Thu 06:00,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
14820,d10 Thu 07:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
14880,d10 Thu 08:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
14940,d10 Thu 09:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
15000,d10 Thu 10:00,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
15060,d10 Thu 11:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
15120,d10 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,living,living,living,bedroom,bedroom,outside,outside,outside
15180,d10 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,living,living,living,bedroom,bedroom,outside,outside,outside
15240,d10 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,living,living,living,bedroom,bedroom,outside,outside,outside
15300,d10 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,outside,outside,living,living,living,bedroom,bedroom,outside,outside,outside
15360,d10 Thu 16:00,kitchen,entry,entry,entry,kitchen,entry,entry,living,kitchen,entry,entry,kitchen,kitchen,entry,entry,entry,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
15420,d10 Thu 17:00,kitchen,entry,entry,entry,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,entry,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
15480,d10 Thu 18:00,kitchen,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
15540,d10 Thu 19:00,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
15600,d10 Thu 20:00,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
15660,d10 Thu 21:00,kitchen,kitchen,entry,kitchen,kitchen,entry,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,bedroom,bedroom
15720,d10 Thu 22:00,bedroom,kitchen,entry,kitchen,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,bathroom,bedroom
15780,d10 Thu 23:00,bedroom,kitchen,entry,kitchen,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,bathroom,bedroom
15840,d11 Fri 00:00,bedroom,kitchen,entry,kitchen,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,bedroom,bedroom
15900,d11 Fri 01:00,bedroom,kitchen,entry,kitchen,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,bedroom,bedroom
15960,d11 Fri 02:00,bedroom,kitchen,entry,kitchen,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,bedroom,bedroom
16020,d11 Fri 03:00,bedroom,kitchen,entry,kitchen,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,bedroom,bedroom
16080,d11 Fri 04:00,bedroom,kitchen,entry,kitchen,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,bedroom,bedroom
16140,d11 Fri 05:00,bedroom,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,bedroom,bedroom
16200,d11 Fri 06:00,kitchen,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
16260,d11 Fri 07:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,outside,outside,living,living,living,bedroom,bedroom,outside,outside,outside
16320,d11 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,outside,outside,living,living,living,bedroom,bedroom,outside,outside,outside
16380,d11 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,outside,outside,living,living,living,bedroom,bedroom,outside,outside,outside
16440,d11 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,outside,outside,living,living,living,bedroom,bedroom,outside,outside,outside
16500,d11 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,outside,outside,living,living,living,bedroom,bedroom,outside,outside,outside
16560,d11 Fri 12:00,entry,entry,kitchen,kitchen,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
16620,d11 Fri 13:00,entry,entry,kitchen,kitchen,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
16680,d11 Fri 14:00,living,entry,kitchen,kitchen,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
16740,d11 Fri 15:00,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
16800,d11 Fri 16:00,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
16860,d11 Fri 17:00,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
16920,d11 Fri 18:00,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
16980,d11 Fri 19:00,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
17040,d11 Fri 20:00,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
17100,d11 Fri 21:00,entry,entry,kitchen,living,kitchen,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
17160,d11 Fri 22:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
17220,d11 Fri 23:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
17280,d12 Sat 00:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
17340,d12 Sat 01:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
17400,d12 Sat 02:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
17460,d12 Sat 03:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
17520,d12 Sat 04:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
17580,d12 Sat 05:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
17640,d12 Sat 06:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
17700,d12 Sat 07:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
17760,d12 Sat 08:00,kitchen,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
17820,d12 Sat 09:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
17880,d12 Sat 10:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
17940,d12 Sat 11:00,bedroom,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
18000,d12 Sat 12:00,kitchen,entry,kitchen,living,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18060,d12 Sat 13:00,kitchen,entry,kitchen,living,bedroom,entry,entry,living,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18120,d12 Sat 14:00,kitchen,entry,kitchen,living,bedroom,entry,entry,living,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18180,d12 Sat 15:00,kitchen,entry,kitchen,living,bedroom,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18240,d12 Sat 16:00,kitchen,entry,kitchen,living,bedroom,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18300,d12 Sat 17:00,kitchen,entry,kitchen,living,bedroom,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18360,d12 Sat 18:00,kitchen,entry,kitchen,living,bedroom,entry,entry,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18420,d12 Sat 19:00,kitchen,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18480,d12 Sat 20:00,kitchen,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18540,d12 Sat 21:00,kitchen,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18600,d12 Sat 22:00,bedroom,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18660,d12 Sat 23:00,bedroom,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18720,d13 Sun 00:00,bedroom,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,bathroom,kitchen,bedroom
18780,d13 Sun 01:00,bedroom,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,kitchen,kitchen,bedroom
18840,d13 Sun 02:00,bedroom,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,kitchen,kitchen,bedroom
18900,d13 Sun 03:00,bedroom,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,kitchen,kitchen,bedroom
18960,d13 Sun 04:00,bedroom,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,kitchen,kitchen,bedroom
19020,d13 Sun 05:00,bedroom,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,kitchen,kitchen,bedroom
19080,d13 Sun 06:00,bedroom,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,kitchen,kitchen,bedroom
19140,d13 Sun 07:00,bedroom,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,kitchen,kitchen,bedroom
19200,d13 Sun 08:00,kitchen,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,kitchen,kitchen,bedroom
19260,d13 Sun 09:00,living,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,kitchen,kitchen,bedroom
19320,d13 Sun 10:00,kitchen,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,living,living,bedroom,bedroom,kitchen,kitchen,bedroom
19380,d13 Sun 11:00,entry,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,living,living,bedroom,bedroom,kitchen,kitchen,bedroom
19440,d13 Sun 12:00,kitchen,entry,kitchen,living,bedroom,entry,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,living,bedroom,bedroom,kitchen,kitchen,bedroom
19500,d13 Sun 13:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,outside,outside,living,living,living,bedroom,bedroom,outside,outside,outside
19560,d13 Sun 14:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
19620,d13 Sun 15:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
19680,d13 Sun 16:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
19740,d13 Sun 17:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
19800,d13 Sun 18:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
19860,d13 Sun 19:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
19920,d13 Sun 20:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
19980,d13 Sun 21:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
20040,d13 Sun 22:00,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
20100,d13 Sun 23:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
20160,d14 Mon 00:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
20220,d14 Mon 01:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
20280,d14 Mon 02:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
20340,d14 Mon 03:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
20400,d14 Mon 04:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
20460,d14 Mon 05:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,living,bedroom,bedroom,bathroom,entry,bedroom
20520,d14 Mon 06:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
20580,d14 Mon 07:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
20640,d14 Mon 08:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,outside,outside,kitchen,living,living,bedroom,bedroom,outside,outside,outside
20700,d14 Mon 09:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,outside,outside,kitchen,living,living,bedroom,bedroom,outside,outside,outside
20760,d14 Mon 10:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,kitchen,outside,kitchen,living,living,bedroom,bedroom,outside,outside,outside
20820,d14 Mon 11:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,kitchen,outside,kitchen,living,living,bedroom,bedroom,outside,outside,outside
20880,d14 Mon 12:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,kitchen,outside,kitchen,living,living,bedroom,bedroom,outside,outside,outside
20940,d14 Mon 13:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,kitchen,outside,kitchen,living,living,bedroom,bedroom,outside,outside,outside
21000,d14 Mon 14:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,kitchen,outside,kitchen,living,living,bedroom,bedroom,outside,outside,outside
21060,d14 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,kitchen,outside,kitchen,living,living,bedroom,bedroom,outside,outside,outside
21120,d14 Mon 16:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,living,outside,kitchen,outside,kitchen,living,living,bedroom,bedroom,outside,outside,outside
21180,d14 Mon 17:00,kitchen,entry,kitchen,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21240,d14 Mon 18:00,kitchen,entry,kitchen,kitchen,entry,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21300,d14 Mon 19:00,kitchen,entry,kitchen,kitchen,entry,entry,entry,living,kitchen,entry,living,kitchen,kitchen,living,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21360,d14 Mon 20:00,kitchen,entry,kitchen,kitchen,entry,entry,entry,living,living,entry,living,kitchen,kitchen,living,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21420,d14 Mon 21:00,kitchen,entry,kitchen,kitchen,entry,entry,entry,living,living,entry,living,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21480,d14 Mon 22:00,bedroom,entry,kitchen,kitchen,bedroom,entry,entry,living,living,entry,bathroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21540,d14 Mon 23:00,bedroom,entry,kitchen,kitchen,bedroom,entry,entry,living,living,entry,bathroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21600,d15 Tue 00:00,bedroom,entry,kitchen,kitchen,bedroom,entry,entry,living,living,entry,bathroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21660,d15 Tue 01:00,bedroom,entry,kitchen,kitchen,bedroom,entry,entry,living,living,entry,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21720,d15 Tue 02:00,bedroom,entry,kitchen,kitchen,bedroom,entry,entry,living,living,entry,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21780,d15 Tue 03:00,bedroom,entry,kitchen,kitchen,bedroom,entry,entry,living,living,entry,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21840,d15 Tue 04:00,bedroom,entry,kitchen,kitchen,bedroom,entry,entry,living,living,entry,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21900,d15 Tue 05:00,bedroom,entry,kitchen,kitchen,bedroom,entry,entry,living,living,entry,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
21960,d15 Tue 06:00,bedroom,entry,kitchen,kitchen,bedroom,entry,entry,living,living,entry,bedroom,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
22020,d15 Tue 07:00,kitchen,entry,kitchen,kitchen,bedroom,entry,entry,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,bedroom,kitchen,living,living,bedroom,bedroom,bathroom,entry,bedroom
